matreial,materialDescription,quantity,postingDate,cost,movementType,Movement Type Text,Material Document,Document Date,Reference,Storage Location,Customer,userName,Collective number,Time of Entry,reasonArea
400/D9270,SA FENDER RH TRIM 4,-2,16/07/2024,-35.56,551,GI scrapping,4010050960,16/07/2024,,PROD,,RANDAKOVAV,,09:37:00,DAMAGED-PROD POST OBAY
400/D9315,SA FENDER RH TRIM 7,-1,16/07/2024,-17.78,551,GI scrapping,4010051081,16/07/2024,,PROD,,RANDAKOVAV,,09:44:00,DAMAGED-PROD POST OBAY
400/D9315,SA FENDER RH TRIM 7,-1,16/07/2024,-17.78,551,GI scrapping,4010050960,16/07/2024,,PROD,,RANDAKOVAV,,09:37:00,DAMAGED-PROD POST OBAY
400/D9315,SA FENDER RH TRIM 7,-1,16/07/2024,-17.78,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
400/D9487,SA FENDER LH TRIM 3,-1,16/07/2024,-17.78,551,GI scrapping,4010051081,16/07/2024,,PROD,,RANDAKOVAV,,09:44:00,DAMAGED-PROD POST OBAY
400/D9512,SA FENDER LH TRIM 7,-1,16/07/2024,-17.78,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
400/D9512,SA FENDER LH TRIM 7,-2,16/07/2024,-35.56,551,GI scrapping,4010051089,16/07/2024,,PROD,,RANDAKOVAV,,09:49:21,DAMAGED-PROD POST OBAY
400/F2771,ABI FUEL TANK,-1,16/07/2024,-176.95,551,GI scrapping,4010052932,16/07/2024,,PROD,,RANDAKOVAV,,11:28:05,DAMAGED-MATERIALS
400/J0775,MANUAL SPLIT MIRROR,-3,16/07/2024,-39,551,GI scrapping,4010052508,16/07/2024,,PROD,,RANDAKOVAV,,11:01:27,DAMAGED-MATERIALS
400/K1944,PLATE PATCH,-6,16/07/2024,-12.02,551,GI scrapping,4010045282,16/07/2024,.,PROD,,DSILVAA,,02:38:05,DAMAGED-MANUFACTURING
400/K5653,FLOORMAT,-3,16/07/2024,-92.52,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
400/K5653,FLOORMAT,-1,16/07/2024,-30.84,551,GI scrapping,4010057816,16/07/2024,,PROD,,RANDAKOVAV,,12:46:36,DAMAGED-PROD POST OBAY
400/L9629,56+KW CAC HOSE,-1,16/07/2024,-24.71,551,GI scrapping,4010052281,16/07/2024,,PROD,,RANDAKOVAV,,10:47:46,DAMAGED-PROD ZONE 7
400/M4547,CPV TB AND SAHR CHRG,-3,16/07/2024,-444.97,551,GI scrapping,4010055233,16/07/2024,,PROD,,RANDAKOVAV,,12:17:38,DAMAGED-PROD POST OBAY
400/R6020,"PIPE-SUCTION 507, 509 & 5",-2,16/07/2024,-27.58,551,GI scrapping,4010052899,16/07/2024,,PROD,,RANDAKOVAV,,11:26:47,DAMAGED-MATERIALS
400/S8067,WORKLIGHT LED 12/24V SQ S (P493),-2,16/07/2024,-69.01,551,GI scrapping,4010057816,16/07/2024,,PROD,,RANDAKOVAV,,12:46:36,DAMAGED-PROD POST OBAY
400/V6413,PAINTED REAR ACCESS COVER,-1,16/07/2024,-22.88,551,GI scrapping,4010057816,16/07/2024,,PROD,,RANDAKOVAV,,12:46:36,DAMAGED-PROD POST OBAY
400/W5362,WA REAR COVER,-1,16/07/2024,-5.29,551,GI scrapping,4010052281,16/07/2024,,PROD,,RANDAKOVAV,,10:47:46,DAMAGED-PROD ZONE 7
400/W5362,WA REAR COVER,-3,16/07/2024,-15.87,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
401/C2534,WA SIDE PANEL POD SIDE,-2,16/07/2024,-34.15,551,GI scrapping,4010052281,16/07/2024,,PROD,,RANDAKOVAV,,10:47:46,DAMAGED-PROD ZONE 7
401/C8565,ACCUMULATOR 0.24ltr 5.0ba,-1,16/07/2024,-18.41,551,GI scrapping,4010055233,16/07/2024,,PROD,,RANDAKOVAV,,12:17:38,DAMAGED-PROD POST OBAY
401/C8888,ABI JCB DECAL PRESSED,-3,16/07/2024,-15.33,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
401/E3755,WA POD BASE NXG - BLACK,-2,16/07/2024,-529.82,551,GI scrapping,4010051202,16/07/2024,,PROD,,RANDAKOVAV,,09:50:16,DAMAGED-PROD POST OBAY
401/F6093,PAINTED REAR DOOR HYD HIT,-1,16/07/2024,-13.1,551,GI scrapping,4010052508,16/07/2024,,PROD,,RANDAKOVAV,,11:01:27,DAMAGED-MATERIALS
401/H8418,8 INCH BRAKE SERVO,-1,16/07/2024,-113.65,551,GI scrapping,4010051089,16/07/2024,,PROD,,RANDAKOVAV,,09:49:21,DAMAGED-PROD POST OBAY
401/J2180,COOM END COVER - YELLOW,-1,16/07/2024,-7.75,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
401/K1439,WA RIGHT HAND STEP STOP,-1,16/07/2024,-3.15,551,GI scrapping,4010052281,16/07/2024,,PROD,,RANDAKOVAV,,10:47:46,DAMAGED-PROD ZONE 7
401/K3017,GAS STRUT,-1,16/07/2024,-7.21,551,GI scrapping,4010052864,16/07/2024,,PROD,,RANDAKOVAV,,11:22:32,DAMAGED-MATERIALS
401/S5829,ABI CLEAN AIR KIT FLANGE,-1,16/07/2024,-12.29,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
401/Y5611,ABI WATER COOLED COMPRESS,-1,16/07/2024,-636.69,551,GI scrapping,4010052281,16/07/2024,,PROD,,RANDAKOVAV,,10:47:46,DAMAGED-PROD ZONE 7
402/C7904,ABI BANCO RAD,-1,16/07/2024,-141.33,551,GI scrapping,4010052061,16/07/2024,,PROD,,RANDAKOVAV,,10:36:52,DAMAGED-PROD SUBASSEMBLY
402/D8621,SA FENDER LH CONSTRUCTION,-3,16/07/2024,-53.34,551,GI scrapping,4010051081,16/07/2024,,PROD,,RANDAKOVAV,,09:44:00,DAMAGED-PROD POST OBAY
402/D8667,SA FENDER RH CONSTRUCTION,-3,16/07/2024,-53.34,551,GI scrapping,4010051089,16/07/2024,,PROD,,RANDAKOVAV,,09:49:21,DAMAGED-PROD POST OBAY
402/F7476,P981 RH REAR FENDER,-4,16/07/2024,-108.32,551,GI scrapping,4010050960,16/07/2024,,PROD,,RANDAKOVAV,,09:37:00,DAMAGED-PROD POST OBAY
402/M9685,WA TLTB PIPES P69 SRVO,-1,16/07/2024,-98.76,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
402/N0919,PAINTED V/B HARNESS COVER,-1,16/07/2024,-11.2,551,GI scrapping,4010052281,16/07/2024,,PROD,,RANDAKOVAV,,10:47:46,DAMAGED-PROD ZONE 7
402/R3450,%2*T4F ECU BRKT 5AX,-15,16/07/2024,-613.65,551,GI scrapping,4010055233,16/07/2024,,PROD,,RANDAKOVAV,,12:17:38,DAMAGED-PROD POST OBAY
402/R6006,FUEL SENDER 400MM,-1,16/07/2024,-15.45,551,GI scrapping,4010057395,16/07/2024,,PROD,,RANDAKOVAV,,12:27:14,DAMAGED-PROD POST OBAY
402/R6193,PLATE RH DISP PIVOT,-3,16/07/2024,-40.42,551,GI scrapping,4010045287,16/07/2024,.,PROD,,DSILVAA,,02:42:14,DAMAGED-MANUFACTURING
402/R6506,PLATE LH DISP PIVOT,-3,16/07/2024,-40.33,551,GI scrapping,4010045283,16/07/2024,.,PROD,,DSILVAA,,02:39:34,DAMAGED-MANUFACTURING
402/S4274,KNOCKBACK MIRROR ARM,-1,16/07/2024,-11.96,551,GI scrapping,4010057816,16/07/2024,,PROD,,RANDAKOVAV,,12:46:36,DAMAGED-PROD POST OBAY
402/S5674,COVER CAB FRONT,-1,16/07/2024,-12.46,551,GI scrapping,4010051089,16/07/2024,,PROD,,RANDAKOVAV,,09:49:21,DAMAGED-PROD POST OBAY
403/C8667,VALVE BLOCK COVER,-1,16/07/2024,-7.91,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
403/D1552,TWIN LINE TB VALVE 40BAR,-1,16/07/2024,-310.86,551,GI scrapping,4010057816,16/07/2024,,PROD,,RANDAKOVAV,,12:46:36,DAMAGED-PROD POST OBAY
617/80013,HOSE 1BSP 1100MM,-1,16/07/2024,-28.58,551,GI scrapping,4010052061,16/07/2024,,PROD,,RANDAKOVAV,,10:36:52,DAMAGED-PROD SUBASSEMBLY
637/33500,Hose,-1,16/07/2024,-19.01,551,GI scrapping,4010052508,16/07/2024,,PROD,,RANDAKOVAV,,11:01:27,DAMAGED-MATERIALS
700/50129,REAR LIGHT & PLINTH CLUST,-1,16/07/2024,-14.13,551,GI scrapping,4010050960,16/07/2024,,PROD,,RANDAKOVAV,,09:37:00,DAMAGED-PROD POST OBAY
700/50129,REAR LIGHT & PLINTH CLUST,-1,16/07/2024,-14.13,551,GI scrapping,4010057816,16/07/2024,,PROD,,RANDAKOVAV,,12:46:36,DAMAGED-PROD POST OBAY
700/50130,REAR LIGHT & PLINTH CLUST,-1,16/07/2024,-14.75,551,GI scrapping,4010052281,16/07/2024,,PROD,,RANDAKOVAV,,10:47:46,DAMAGED-PROD ZONE 7
700/50146,WORKLIGHT 12V OVAL DT RHS - 996 361-687,-1,16/07/2024,-6.08,551,GI scrapping,4010054380,16/07/2024,,PROD,,RANDAKOVAV,,12:11:52,DAMAGED-PROD POST OBAY
700/W7981,WORKLIGHT LED MMX 3000LM(0164Y270),-1,16/07/2024,-25.68,551,GI scrapping,4010051089,16/07/2024,,PROD,,RANDAKOVAV,,09:49:21,DAMAGED-PROD POST OBAY
716/30228,LMI TRANSDUCER - LOW GAIN,-1,16/07/2024,-58.62,551,GI scrapping,4010057395,16/07/2024,,PROD,,RANDAKOVAV,,12:27:14,DAMAGED-PROD POST OBAY
716/30252,RELAY 12V 130A,-9,16/07/2024,-74.74,551,GI scrapping,4010052899,16/07/2024,,PROD,,RANDAKOVAV,,11:26:47,DAMAGED-MATERIALS
716/S3395,M12 LLMI PWM TDCR SG 50PC,-1,16/07/2024,-116,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
716/S3395,M12 LLMI PWM TDCR SG 50PC,-1,16/07/2024,-116,551,GI scrapping,4010054380,16/07/2024,,PROD,,RANDAKOVAV,,12:11:52,DAMAGED-PROD POST OBAY
716/S3395,M12 LLMI PWM TDCR SG 50PC,-1,16/07/2024,-116,551,GI scrapping,4010055233,16/07/2024,,PROD,,RANDAKOVAV,,12:17:38,DAMAGED-PROD POST OBAY
716/S3395,M12 LLMI PWM TDCR SG 50PC,-1,16/07/2024,-116,551,GI scrapping,4010052281,16/07/2024,,PROD,,RANDAKOVAV,,10:47:46,DAMAGED-PROD ZONE 7
721/11313,WASHER PUMP HARNESS,-1,16/07/2024,-2.52,551,GI scrapping,4010051081,16/07/2024,,PROD,,RANDAKOVAV,,09:44:00,DAMAGED-PROD POST OBAY
721/E9222,WORK LAMP HARNESS,-1,16/07/2024,-5.67,551,GI scrapping,4010061156,16/07/2024,,PROD,,RANDAKOVAV,,15:23:05,DAMAGED-PROD POST OBAY
721/P1660,P42 STV BOOM HARNESS,-1,16/07/2024,-15.14,551,GI scrapping,4010052061,16/07/2024,,PROD,,RANDAKOVAV,,10:36:52,DAMAGED-PROD SUBASSEMBLY
914/60289,PROPSHAFT FRONT,-1,16/07/2024,-69.45,551,GI scrapping,4010052508,16/07/2024,,PROD,,RANDAKOVAV,,11:01:27,DAMAGED-MATERIALS
914/60290,driVE SHAFT - REAR,-1,16/07/2024,-72.07,551,GI scrapping,4010052899,16/07/2024,,PROD,,RANDAKOVAV,,11:26:47,DAMAGED-MATERIALS
123/04055,CAP,-5,12/07/2024,-46.3,551,GI scrapping,4009968967,12/07/2024,,PROD,,RANDAKOVAV,,08:35:00,DAMAGED-PRODUCTION ROTO
123/04055,CAP,-5,12/07/2024,-46.3,551,GI scrapping,4009969423,12/07/2024,,PROD,,RANDAKOVAV,,08:51:26,DAMAGED-PRODUCTION ROTO
157/86000,MIRROR.EXTERNAL,-5,12/07/2024,-46.8,551,GI scrapping,4009968967,12/07/2024,,PROD,,RANDAKOVAV,,08:35:00,DAMAGED-PRODUCTION ROTO
158/30491,MIRROR,-5,12/07/2024,-33.45,551,GI scrapping,4009968967,12/07/2024,,PROD,,RANDAKOVAV,,08:35:00,DAMAGED-PRODUCTION ROTO
160/15137,Pump Vacuum,-1,12/07/2024,-61.77,551,GI scrapping,4009972917,12/07/2024,,PROD,,RANDAKOVAV,,11:42:37,DAMAGED-PROD ZONE 7
162/01562,GUARD TRASH,-1,12/07/2024,-9.23,551,GI scrapping,4009973823,12/07/2024,,PROD,,RANDAKOVAV,,11:59:40,DAMAGED-PROD ZONE 7
162/02736,HINGE,-5,12/07/2024,-21.5,551,GI scrapping,4009968967,12/07/2024,,PROD,,RANDAKOVAV,,08:35:00,DAMAGED-PRODUCTION ROTO
162/02736,HINGE,-2,12/07/2024,-8.6,551,GI scrapping,4009969423,12/07/2024,,PROD,,RANDAKOVAV,,08:51:26,DAMAGED-PRODUCTION ROTO
25/929314,Hand Lever Knob,-5,12/07/2024,-3.55,551,GI scrapping,4009968967,12/07/2024,,PROD,,RANDAKOVAV,,08:35:00,DAMAGED-PRODUCTION ROTO
32/925421,FILLER BREATHER CAP,-4,12/07/2024,-62.6,551,GI scrapping,4009972917,12/07/2024,,PROD,,RANDAKOVAV,,11:42:37,DAMAGED-PROD ZONE 7
331/18130,Cap Filler Breathe,-3,12/07/2024,-32.52,551,GI scrapping,4009973064,12/07/2024,,PROD,,RANDAKOVAV,,11:47:16,DAMAGED-PROD ZONE 7
331/27034,STEP TREAD 410x180,-1,12/07/2024,-7.64,551,GI scrapping,4009972571,12/07/2024,,PROD,,RANDAKOVAV,,11:18:31,DAMAGED-PROD POST OBAY
331/39609,UNI CLAMP,-1,12/07/2024,-4,551,GI scrapping,4009972739,12/07/2024,,PROD,,RANDAKOVAV,,11:32:11,DAMAGED-PROD POST OBAY
332/C3538,"Hose 5/8""BSP ST-90",-1,12/07/2024,-16.06,551,GI scrapping,4009972571,12/07/2024,,PROD,,RANDAKOVAV,,11:18:31,DAMAGED-PROD POST OBAY
332/C9378,WA INNER BOOM PIPES,-2,12/07/2024,-333.86,551,GI scrapping,4009972247,12/07/2024,,PROD,,RANDAKOVAV,,10:55:03,DAMAGED-MATERIALS
332/D8096,SUCTION PIPE,-1,12/07/2024,-16.26,551,GI scrapping,4009973823,12/07/2024,,PROD,,RANDAKOVAV,,11:59:40,DAMAGED-PROD ZONE 7
332/E9615,STEER MODE VALVE,-2,12/07/2024,-155.49,551,GI scrapping,4009972917,12/07/2024,,PROD,,RANDAKOVAV,,11:42:37,DAMAGED-PROD ZONE 7
332/F0839,BATTERY 12V 1000CCA,-2,12/07/2024,-135.53,551,GI scrapping,4009968967,12/07/2024,,PROD,,RANDAKOVAV,,08:35:00,DAMAGED-PRODUCTION ROTO
332/F8197,oA MIRROR ARM,-7,12/07/2024,-24.57,551,GI scrapping,4009968967,12/07/2024,,PROD,,RANDAKOVAV,,08:35:00,DAMAGED-PRODUCTION ROTO
332/F8197,oA MIRROR ARM,-5,12/07/2024,-17.55,551,GI scrapping,4009968967,12/07/2024,,PROD,,RANDAKOVAV,,08:35:00,DAMAGED-PRODUCTION ROTO
332/G3458,JCB DECAL ARTWORK (740 x 230),-2,12/07/2024,-4.1,551,GI scrapping,4009969423,12/07/2024,,PROD,,RANDAKOVAV,,08:51:26,DAMAGED-PRODUCTION ROTO
332/G4609,JCB Decal - 350mm x 109mm,-1,12/07/2024,-0.48,551,GI scrapping,4009969423,12/07/2024,,PROD,,RANDAKOVAV,,08:51:26,DAMAGED-PRODUCTION ROTO
332/G9595,WA SPLASHGUARD,-1,12/07/2024,-7.59,551,GI scrapping,4009972635,12/07/2024,,PROD,,RANDAKOVAV,,11:24:54,DAMAGED-PROD POST OBAY
332/H0537,FAN MOTOR 19cc,-1,12/07/2024,-79.45,551,GI scrapping,4009968053,12/07/2024,,PROD,,RANDAKOVAV,,07:58:05,DAMAGED-PROD POST OBAY
332/H0955,5AT DECK PLATE,-1,12/07/2024,-26.22,551,GI scrapping,4009972635,12/07/2024,,PROD,,RANDAKOVAV,,11:24:54,DAMAGED-PROD POST OBAY
332/H0955,5AT DECK PLATE,-1,12/07/2024,-26.22,551,GI scrapping,4009972739,12/07/2024,,PROD,,RANDAKOVAV,,11:32:11,DAMAGED-PROD POST OBAY
332/H5331,SWAY VALVE,-1,12/07/2024,-101.24,551,GI scrapping,4009973827,12/07/2024,,PROD,,RANDAKOVAV,,12:03:44,DAMAGED-PROD ZONE 7
332/H5331,SWAY VALVE,-1,12/07/2024,-101.23,551,GI scrapping,4009972635,12/07/2024,,PROD,,RANDAKOVAV,,11:24:54,DAMAGED-PROD POST OBAY
332/H5331,SWAY VALVE,-1,12/07/2024,-101.24,551,GI scrapping,4009972571,12/07/2024,,PROD,,RANDAKOVAV,,11:18:31,DAMAGED-PROD POST OBAY
332/H9718,COOLING FAN SS - 581mm,-2,12/07/2024,-74.6,551,GI scrapping,4009973102,12/07/2024,,PROD,,RANDAKOVAV,,11:50:54,DAMAGED-PROD ZONE 7
332/H9733,SEAL BONNET,-5,12/07/2024,-44.92,551,GI scrapping,4009968967,12/07/2024,,PROD,,RANDAKOVAV,,08:35:00,DAMAGED-PRODUCTION ROTO
332/S2779,"Hose 1/4"" BSP",-1,12/07/2024,-7.83,551,GI scrapping,4009973823,12/07/2024,,PROD,,RANDAKOVAV,,11:59:40,DAMAGED-PROD ZONE 7
332/S4517,FENDER MOULDING,-1,12/07/2024,-24.42,551,GI scrapping,4009972419,12/07/2024,,PROD,,RANDAKOVAV,,11:10:00,DAMAGED-PROD POST OBAY
332/S4517,FENDER MOULDING,-1,12/07/2024,-24.42,551,GI scrapping,4009972295,12/07/2024,,PROD,,RANDAKOVAV,,11:01:32,DAMAGED-PROD POST OBAY
333/C6980,STEER MODE VALVE,-1,12/07/2024,-85.27,551,GI scrapping,4009973823,12/07/2024,,PROD,,RANDAKOVAV,,11:59:40,DAMAGED-PROD ZONE 7
333/C8810,REAR CAB INFILL PANEL,-1,12/07/2024,-7.63,551,GI scrapping,4009973823,12/07/2024,,PROD,,RANDAKOVAV,,11:59:40,DAMAGED-PROD ZONE 7
333/D4305,ADAPTOR 1 1/4 BSP - 1 5/8,-1,12/07/2024,-7.41,551,GI scrapping,4009972635,12/07/2024,,PROD,,RANDAKOVAV,,11:24:54,DAMAGED-PROD POST OBAY
333/D4846,ABI 55kW EXHAUST,-1,12/07/2024,-129.6,551,GI scrapping,4009972419,12/07/2024,,PROD,,RANDAKOVAV,,11:10:00,DAMAGED-PROD POST OBAY
333/D5556,DM COOLANT RETURN,-1,12/07/2024,-13.64,551,GI scrapping,4009972571,12/07/2024,,PROD,,RANDAKOVAV,,11:18:31,DAMAGED-PROD POST OBAY
333/E6493,NOISE PANEL POD BASE FRONT,-2,12/07/2024,-10.86,551,GI scrapping,4009968967,12/07/2024,,PROD,,RANDAKOVAV,,08:35:00,DAMAGED-PRODUCTION ROTO
333/E6547,NOISE PANEL POD BASE SIDE,-2,12/07/2024,-2.12,551,GI scrapping,4009968967,12/07/2024,,PROD,,RANDAKOVAV,,08:35:00,DAMAGED-PRODUCTION ROTO
333/E6549,NOISE PANEL POD BASE SIDE,-2,12/07/2024,-7.22,551,GI scrapping,4009968967,12/07/2024,,PROD,,RANDAKOVAV,,08:35:00,DAMAGED-PRODUCTION ROTO
333/F9533,WA FAN SUCTION PIPE,-1,12/07/2024,-9.49,551,GI scrapping,4009973827,12/07/2024,,PROD,,RANDAKOVAV,,12:03:44,DAMAGED-PROD ZONE 7
333/H1737,TRANS HARNESS MOUNT,-5,12/07/2024,-4,551,GI scrapping,4009969423,12/07/2024,,PROD,,RANDAKOVAV,,08:51:26,DAMAGED-PRODUCTION ROTO
333/H1737,TRANS HARNESS MOUNT,-5,12/07/2024,-4,551,GI scrapping,4009969423,12/07/2024,,PROD,,RANDAKOVAV,,08:51:26,DAMAGED-PRODUCTION ROTO
333/H1737,TRANS HARNESS MOUNT,-10,12/07/2024,-8,551,GI scrapping,4009968967,12/07/2024,,PROD,,RANDAKOVAV,,08:35:00,DAMAGED-PRODUCTION ROTO
333/H2396,COUNTER WEIGHT,-7,12/07/2024,-646.63,551,GI scrapping,4009972247,12/07/2024,,PROD,,RANDAKOVAV,,10:55:03,DAMAGED-MATERIALS
334/C5695,NON SRS LIFT VALVE 536-60,-1,12/07/2024,-115.89,551,GI scrapping,4009972571,12/07/2024,,PROD,,RANDAKOVAV,,11:18:31,DAMAGED-PROD POST OBAY
334/C5697,PO CBV - LIFT RAM - SRS,-1,12/07/2024,-165.54,551,GI scrapping,4009968053,12/07/2024,,PROD,,RANDAKOVAV,,07:58:05,DAMAGED-PROD POST OBAY
334/C5698,SRS LIFT VALVE 536-60,-1,12/07/2024,-165.54,551,GI scrapping,4009973102,12/07/2024,,PROD,,RANDAKOVAV,,11:50:54,DAMAGED-PROD ZONE 7
334/C5698,SRS LIFT VALVE 536-60,-1,12/07/2024,-165.54,551,GI scrapping,4009968053,12/07/2024,,PROD,,RANDAKOVAV,,07:58:05,DAMAGED-PROD POST OBAY
334/E8262,LIFT ARM SUPPORT DEVICE (,-1,12/07/2024,-8.3,551,GI scrapping,4009972739,12/07/2024,,PROD,,RANDAKOVAV,,11:32:11,DAMAGED-PROD POST OBAY
334/F2692,LIFT ARM SUPPORT DEVICE (,-5,12/07/2024,-34.65,551,GI scrapping,4009969423,12/07/2024,,PROD,,RANDAKOVAV,,08:51:26,DAMAGED-PRODUCTION ROTO
334/F2842,LIFT ARM SUPPORT DEVICE (,-1,12/07/2024,-12.11,551,GI scrapping,4009972635,12/07/2024,,PROD,,RANDAKOVAV,,11:24:54,DAMAGED-PROD POST OBAY
334/F3081,LIFT ARM SUPPORT DEVICE (,-3,12/07/2024,-34.71,551,GI scrapping,4009972739,12/07/2024,,PROD,,RANDAKOVAV,,11:32:11,DAMAGED-PROD POST OBAY
334/G1819,(P) FUEL FILLER MOULDING,-1,12/07/2024,-7.62,551,GI scrapping,4009968053,12/07/2024,,PROD,,RANDAKOVAV,,07:58:05,DAMAGED-PROD POST OBAY
334/G1819,(P) FUEL FILLER MOULDING,-1,12/07/2024,-7.62,551,GI scrapping,4009973827,12/07/2024,,PROD,,RANDAKOVAV,,12:03:44,DAMAGED-PROD ZONE 7
334/L2039,ABI WASHER BOTTLE (CUT OUT),-1,12/07/2024,-85.15,551,GI scrapping,4009969423,12/07/2024,,PROD,,RANDAKOVAV,,08:51:26,DAMAGED-PRODUCTION ROTO
334/L2039,ABI WASHER BOTTLE (CUT OUT),-2,12/07/2024,-170.3,551,GI scrapping,4009969423,12/07/2024,,PROD,,RANDAKOVAV,,08:51:26,DAMAGED-PRODUCTION ROTO
334/L2039,ABI WASHER BOTTLE (CUT OUT),-1,12/07/2024,-85.15,551,GI scrapping,4009969423,12/07/2024,,PROD,,RANDAKOVAV,,08:51:26,DAMAGED-PRODUCTION ROTO
334/R2016,MIRROR-WIDE ANGLE R330,-1,12/07/2024,-15.02,551,GI scrapping,4009972635,12/07/2024,,PROD,,RANDAKOVAV,,11:24:54,DAMAGED-PROD POST OBAY
335/B3984,LIFT RAM RECESS COVER,-1,12/07/2024,-34.44,551,GI scrapping,4009968053,12/07/2024,,PROD,,RANDAKOVAV,,07:58:05,DAMAGED-PROD POST OBAY
335/B3984,LIFT RAM RECESS COVER,-1,12/07/2024,-34.44,551,GI scrapping,4009972571,12/07/2024,,PROD,,RANDAKOVAV,,11:18:31,DAMAGED-PROD POST OBAY
335/H4727,LIFT RAM RECESS COVER P42,-1,12/07/2024,-24.06,551,GI scrapping,4009969423,12/07/2024,,PROD,,RANDAKOVAV,,08:51:26,DAMAGED-PRODUCTION ROTO
335/H4727,LIFT RAM RECESS COVER P42,-1,12/07/2024,-24.06,551,GI scrapping,4009969423,12/07/2024,,PROD,,RANDAKOVAV,,08:51:26,DAMAGED-PRODUCTION ROTO
34AG/BA384,HOSE -10 BSP HP 3840mm B,-1,12/07/2024,-25.47,551,GI scrapping,4009968053,12/07/2024,,PROD,,RANDAKOVAV,,07:58:05,DAMAGED-PROD POST OBAY
34AG/DA070,HOSE -10 BSP HP 700mm B,-1,12/07/2024,-9.67,551,GI scrapping,4009973823,12/07/2024,,PROD,,RANDAKOVAV,,11:59:40,DAMAGED-PROD ZONE 7
400/B8063,LOCKABLE FILLER CAP,-1,12/07/2024,-24.19,551,GI scrapping,4009968053,12/07/2024,,PROD,,RANDAKOVAV,,07:58:05,DAMAGED-PROD POST OBAY
400/D8325,SA FENDER BASE RH,-6,12/07/2024,-106.68,551,GI scrapping,4009972295,12/07/2024,,PROD,,RANDAKOVAV,,11:01:32,DAMAGED-PROD POST OBAY
400/D8325,SA FENDER BASE RH,-5,12/07/2024,-88.9,551,GI scrapping,4009968967,12/07/2024,,PROD,,RANDAKOVAV,,08:35:00,DAMAGED-PRODUCTION ROTO
400/D8533,SA FENDER RH TRIM 5,-2,12/07/2024,-35.56,551,GI scrapping,4009969423,12/07/2024,,PROD,,RANDAKOVAV,,08:51:26,DAMAGED-PRODUCTION ROTO
400/D8533,SA FENDER RH TRIM 5,-3,12/07/2024,-53.34,551,GI scrapping,4009972295,12/07/2024,,PROD,,RANDAKOVAV,,11:01:32,DAMAGED-PROD POST OBAY
400/D8533,SA FENDER RH TRIM 5,-5,12/07/2024,-88.9,551,GI scrapping,4009968967,12/07/2024,,PROD,,RANDAKOVAV,,08:35:00,DAMAGED-PRODUCTION ROTO
400/D8533,SA FENDER RH TRIM 5,-14,12/07/2024,-248.92,551,GI scrapping,4009968967,12/07/2024,,PROD,,RANDAKOVAV,,08:35:00,DAMAGED-PRODUCTION ROTO
400/D8596,SA FENDER LH TRIM 6,-14,12/07/2024,-248.92,551,GI scrapping,4009968967,12/07/2024,,PROD,,RANDAKOVAV,,08:35:00,DAMAGED-PRODUCTION ROTO
400/D8596,SA FENDER LH TRIM 6,-5,12/07/2024,-88.9,551,GI scrapping,4009968967,12/07/2024,,PROD,,RANDAKOVAV,,08:35:00,DAMAGED-PRODUCTION ROTO
400/D8596,SA FENDER LH TRIM 6,-2,12/07/2024,-35.56,551,GI scrapping,4009969423,12/07/2024,,PROD,,RANDAKOVAV,,08:51:26,DAMAGED-PRODUCTION ROTO
400/D8659,SA FENDER BASE LH,-2,12/07/2024,-35.56,551,GI scrapping,4009972295,12/07/2024,,PROD,,RANDAKOVAV,,11:01:32,DAMAGED-PROD POST OBAY
400/D8659,SA FENDER BASE LH,-5,12/07/2024,-88.9,551,GI scrapping,4009968967,12/07/2024,,PROD,,RANDAKOVAV,,08:35:00,DAMAGED-PRODUCTION ROTO
400/D8688,SA FENDER RH TRIM 1,-2,12/07/2024,-35.56,551,GI scrapping,4009972295,12/07/2024,,PROD,,RANDAKOVAV,,11:01:32,DAMAGED-PROD POST OBAY
400/D9251,SA FENDER LH TRIM 5,-2,12/07/2024,-35.56,551,GI scrapping,4009972295,12/07/2024,,PROD,,RANDAKOVAV,,11:01:32,DAMAGED-PROD POST OBAY
